actual_pos[0],actual_pos[1],target_pos[0],target_pos[1],actual_vel[0],actual_vel[1],target_vel[0],target_vel[1],actual_torque[0],actual_torque[1],u_ff[0],u_ff[1],time
-0.601401,2.07488,-0.607081,2.07513,0,-0,-0.11145,0.00487838,-0.9933,0.06622,0,0,1.051
-0.601405,2.07488,-0.607193,2.07514,-0.00518486,-0,-0.11145,0.00487838,-0.9933,-0.09933,0,0,1.052
-0.601405,2.07488,-0.607304,2.07514,6.90291e-05,-0,-0.11145,0.00487838,-1.05952,-0.03311,0,0,1.053
-0.601405,2.07488,-0.607415,2.07515,4.98544e-05,-0,-0.11145,0.00487838,-1.09263,0.06622,0,0,1.054
-0.601405,2.07488,-0.607527,2.07515,-7.6699e-06,-0,-0.11145,0.00487838,-1.09263,-0.03311,0,0,1.055
-0.601405,2.07488,-0.607638,2.07515,0,-0,-0.11145,0.00487838,-1.15885,-0.06622,0,0,1.056
-0.601405,2.07488,-0.60775,2.07516,0,-0,-0.11145,0.00487838,-0.9933,0.03311,0,0,1.057
-0.601405,2.07488,-0.607861,2.07516,0,-0,-0.11145,0.00487838,-1.05952,-0.03311,0,0,1.058
-0.601405,2.07488,-0.607973,2.07517,0,-0,-0.11145,0.00487838,-1.09263,0.06622,0,0,1.059
-0.601405,2.07488,-0.608084,2.07517,0,-0,-0.11145,0.00487838,-1.15885,-0.03311,0,0,1.06
-0.601405,2.07488,-0.608196,2.07518,0,-0,-0.11145,0.00487838,-1.12574,0.03311,0,0,1.061
-0.601405,2.07488,-0.608307,2.07518,0,-0,-0.11145,0.00487838,-1.09263,-0.09933,0,0,1.062
-0.601405,2.07488,-0.608419,2.07519,0,-0,-0.11145,0.00487838,-1.19196,-0.09933,0,0,1.063
-0.601405,2.07488,-0.60853,2.07519,0,-0,-0.11145,0.00487838,-1.09263,0.06622,0,0,1.064
-0.601409,2.07488,-0.608641,2.0752,-0.00527689,-0,-0.11145,0.00487838,-1.12574,-0,0,0,1.065
-0.601413,2.07488,-0.608753,2.0752,-0.000107379,-0,-0.11145,0.00487838,-1.22507,0.03311,0,0,1.066
-0.601413,2.07488,-0.608864,2.07521,-0.00241985,-0,-0.11145,0.00487838,-1.22507,0.13244,0,0,1.067
-0.601413,2.07488,-0.608976,2.07521,0.000233932,-0,-0.11145,0.00487838,-1.09263,-0,0,0,1.068
-0.601413,2.07488,-0.609087,2.07522,-3.83495e-06,-0,-0.11145,0.00487838,-1.22507,0.03311,0,0,1.069
-0.601413,2.07488,-0.609199,2.07522,0,-0,-0.11145,0.00487838,-1.12574,0.03311,0,0,1.07
-0.601413,2.07488,-0.60931,2.07523,0,-0,-0.11145,0.00487838,-1.19196,0.06622,0,0,1.071
-0.601413,2.07488,-0.609422,2.07523,0,-0,-0.11145,0.00487838,-1.22507,0.03311,0,0,1.072
-0.601413,2.07488,-0.609533,2.07524,0,-0,-0.11145,0.00487838,-1.29129,-0,0,0,1.073
-0.601413,2.07488,-0.609644,2.07524,0,-0,-0.11145,0.00487838,-1.19196,-0.06622,0,0,1.074
-0.601413,2.07488,-0.609756,2.07525,0,-0,-0.11145,0.00487838,-1.09263,0.09933,0,0,1.075
-0.601413,2.07488,-0.609867,2.07525,0,-0,-0.11145,0.00487838,-1.29129,-0.03311,0,0,1.076
-0.601413,2.07488,-0.609979,2.07526,0,-0,-0.11145,0.00487838,-1.29129,0.03311,0,0,1.077
-0.601416,2.07488,-0.61009,2.07526,-0.001975,-0,-0.11145,0.00487838,-1.19196,-0,0,0,1.078
-0.601416,2.07488,-0.610202,2.07527,-0.00122335,-0,-0.11145,0.00487838,-1.35751,-0,0,0,1.079
-0.601416,2.07488,-0.610313,2.07527,0.000184078,-0,-0.11145,0.00487838,-1.29129,-0.06622,0,0,1.08
-0.601416,2.07488,-0.610425,2.07528,-1.15049e-05,-0,-0.11145,0.00487838,-1.19196,-0.06622,0,0,1.081
-0.601416,2.07488,-0.610536,2.07528,0,-0,-0.11145,0.00487838,-1.19196,0.06622,0,0,1.082
-0.601416,2.07488,-0.610648,2.07529,0,-0,-0.11145,0.00487838,-1.19196,0.06622,0,0,1.083
-0.601416,2.07488,-0.610759,2.07529,0,-0,-0.11145,0.00487838,-1.29129,-0.09933,0,0,1.084
-0.601416,2.07488,-0.61087,2.0753,0,-0,-0.11145,0.00487838,-1.25818,-0,0,0,1.085
-0.601416,2.07488,-0.610982,2.0753,0,-0,-0.11145,0.00487838,-1.35751,-0.06622,0,0,1.086
-0.601416,2.07488,-0.611093,2.07531,0,-0,-0.11145,0.00487838,-1.29129,0.03311,0,0,1.087
-0.60142,2.07488,-0.611205,2.07531,-0.000770825,-0,-0.11145,0.00487838,-1.35751,-0,0,0,1.088
-0.601424,2.07488,-0.611316,2.07532,-0.00709083,-0,-0.11145,0.00487838,-1.29129,0.13244,0,0,1.089
-0.601424,2.07488,-0.611428,2.07532,0.000111214,-0,-0.11145,0.00487838,-1.29129,0.03311,0,0,1.09
-0.601424,2.07488,-0.611539,2.07533,6.90291e-05,-0,-0.11145,0.00487838,-1.39062,-0.06622,0,0,1.091
-0.601424,2.07488,-0.611651,2.07533,-1.15049e-05,-0,-0.11145,0.00487838,-1.42373,0.09933,0,0,1.092
-0.601424,2.07488,-0.611762,2.07534,0,-0,-0.11145,0.00487838,-1.29129,0.03311,0,0,1.093
-0.601424,2.07488,-0.611873,2.07534,0,-0,-0.11145,0.00487838,-1.29129,0.06622,0,0,1.094
-0.601424,2.07488,-0.611985,2.07535,0,-0,-0.11145,0.00487838,-1.35751,-0,0,0,1.095
-0.601424,2.07488,-0.612096,2.07535,0,-0,-0.11145,0.00487838,-1.35751,0.03311,0,0,1.096
-0.601424,2.07488,-0.612208,2.07535,0,-0,-0.11145,0.00487838,-1.35751,0.03311,0,0,1.097
-0.601428,2.07488,-0.612319,2.07536,-0.00336709,-0,-0.11145,0.00487838,-1.42373,0.03311,0,0,1.098
-0.601428,2.07488,-0.612431,2.07536,-0.000743981,-0,-0.11145,0.00487838,-1.35751,0.03311,0,0,1.099
-0.601428,2.07488,-0.612542,2.07537,0.000145728,-0,-0.11145,0.00487838,-1.39062,-0,0,0,1.1
-0.601432,2.07488,-0.612654,2.07537,-0.00403437,-0,-0.11145,0.00487838,-1.48995,-0.03311,0,0,1.101
-0.601432,2.07488,-0.612765,2.07538,0.000237767,-0,-0.11145,0.00487838,-1.45684,0.06622,0,0,1.102
-0.601432,2.07488,-0.612877,2.07538,1.15049e-05,-0,-0.11145,0.00487838,-1.42373,-0,0,0,1.103
-0.601432,2.07488,-0.612988,2.07539,-3.83495e-06,-0,-0.11145,0.00487838,-1.48995,0.03311,0,0,1.104
-0.601436,2.07488,-0.613099,2.07539,-0.00527689,-0,-0.11145,0.00487838,-1.45684,0.03311,0,0,1.105
-0.601436,2.07488,-0.613211,2.0754,-0.000107379,-0,-0.11145,0.00487838,-1.45684,-0,0,0,1.106
-0.601439,2.07488,-0.613322,2.0754,-0.00189447,-0,-0.11145,0.00487838,-1.48995,0.06622,0,0,1.107
-0.601439,2.07488,-0.613434,2.07541,-0.00123102,-0,-0.11145,0.00487838,-1.45684,0.06622,0,0,1.108
-0.601439,2.07488,-0.613545,2.07541,0.000184078,-0,-0.11145,0.00487838,-1.45684,0.03311,0,0,1.109
-0.601443,2.07488,-0.613657,2.07542,-0.00472083,-0,-0.11145,0.00487838,-1.42373,-0,0,0,1.11
-0.601443,2.07488,-0.613768,2.07542,0.000180243,-0,-0.11145,0.00487838,-1.52306,-0,0,0,1.111
-0.601443,2.07488,-0.61388,2.07543,3.06796e-05,-0,-0.11145,0.00487838,-1.52306,0.06622,0,0,1.112
-0.601447,2.07488,-0.613991,2.07543,-0.00477068,-0,-0.11145,0.00487838,-1.45684,0.09933,0,0,1.113
-0.601447,2.07488,-0.614102,2.07544,-0.000375825,-0,-0.11145,0.00487838,-1.58928,0.03311,0,0,1.114
-0.601447,2.07488,-0.614214,2.07544,0.000111214,-0,-0.11145,0.00487838,-1.52306,0.09933,0,0,1.115
-0.601451,2.07488,-0.614325,2.07545,-0.00472083,-0,-0.11145,0.00487838,-1.52306,-0.03311,0,0,1.116
-0.601451,2.07488,-0.614437,2.07545,0.000180243,-0,-0.11145,0.00487838,-1.48995,0.06622,0,0,1.117
-0.601451,2.07488,-0.614548,2.07546,3.06796e-05,-0,-0.11145,0.00487838,-1.45684,0.09933,0,0,1.118
-0.601455,2.07488,-0.61466,2.07546,-0.00528456,-0,-0.11145,0.00487838,-1.62239,0.13244,0,0,1.119
-0.601455,2.07488,-0.614771,2.07547,-0.000107379,-0,-0.11145,0.00487838,-1.62239,0.06622,0,0,1.12
-0.601455,2.07488,-0.614883,2.07547,8.0534e-05,-0,-0.11145,0.00487838,-1.52306,0.03311,0,0,1.121
-0.601459,2.07488,-0.614994,2.07548,-0.00477068,-0,-0.11145,0.00487838,-1.52306,0.09933,0,0,1.122
-0.601459,2.07488,-0.615106,2.07548,-0.000375825,-0,-0.11145,0.00487838,-1.55617,0.03311,0,0,1.123
-0.601462,2.07488,-0.615217,2.07549,-0.00390782,-0,-0.11145,0.00487838,-1.58928,0.06622,0,0,1.124
-0.601466,2.07488,-0.615328,2.07549,-0.00174874,-0,-0.11145,0.00487838,-1.58928,0.09933,0,0,1.125
-0.601466,2.07488,-0.61544,2.0755,-0.00120801,-0,-0.11145,0.00487838,-1.58928,-0,0,0,1.126
-0.60147,2.07488,-0.615551,2.0755,0.000180243,-0,-0.11145,0.00487838,-1.62239,0.03311,0,0,1.127
-0.60147,2.07488,-0.615663,2.07551,-0.00251189,-0,-0.11145,0.00487838,-1.6555,0.03311,0,0,1.128
-0.60147,2.07488,-0.615774,2.07551,0.000245437,-0,-0.11145,0.00487838,-1.58928,0.03311,0,0,1.129
-0.601474,2.07488,-0.615886,2.07552,-3.83495e-06,-0,-0.11145,0.00487838,-1.58928,0.03311,0,0,1.13
-0.601474,2.07488,-0.615997,2.07552,-0.00250422,-0,-0.11145,0.00487838,-1.58928,0.03311,0,0,1.131
-0.601474,2.07488,-0.616109,2.07553,0.000245437,-0,-0.11145,0.00487838,-1.52306,0.06622,0,0,1.132
-0.601478,2.07488,-0.61622,2.07553,-0.00337092,-0,-0.11145,0.00487838,-1.52306,0.03311,0,0,1.133
-0.601478,2.07488,-0.616331,2.07554,-0.000747816,-0,-0.11145,0.00487838,-1.72172,-0,0,0,1.134
-0.601478,2.07488,-0.616443,2.07554,0.000149563,-0,-0.11145,0.00487838,-1.72172,-0.06622,0,0,1.135
-0.601478,2.07488,-0.616554,2.07555,-1.15049e-05,-0,-0.11145,0.00487838,-1.6555,0.03311,0,0,1.136
-0.601482,2.07488,-0.616666,2.07555,-0.00325587,-0,-0.11145,0.00487838,-1.68861,0.03311,0,0,1.137
-0.601485,2.07488,-0.616777,2.07555,-0.00445238,-0,-0.11145,0.00487838,-1.6555,0.06622,0,0,1.138
-0.601485,2.07488,-0.616889,2.07556,0.000184078,-0,-0.11145,0.00487838,-1.62239,-0.13244,0,0,1.139
-0.601493,2.07488,-0.617,2.07556,-0.00520786,-0,-0.11145,0.00487838,-1.68861,-0,0,0,1.14
-0.601493,2.07488,-0.617112,2.07557,-0.000970243,-0,-0.11145,0.00487838,-1.72172,0.03311,0,0,1.141
-0.601497,2.07488,-0.617223,2.07557,-0.00457126,-0,-0.11145,0.00487838,-1.6555,0.06622,0,0,1.142
-0.601501,2.07488,-0.617335,2.07558,-0.00567189,-0,-0.11145,0.00487838,-1.68861,0.09933,0,0,1.143
-0.601501,2.07488,-0.617446,2.07558,0,-0,-0.11145,0.00487838,-1.78794,-0.06622,0,0,1.144
-0.601501,2.07488,-0.617557,2.07559,6.90291e-05,-0,-0.11145,0.00487838,-1.72172,-0.03311,0,0,1.145
-0.601505,2.07488,-0.617669,2.07559,-0.00519636,-0,-0.11145,0.00487838,-1.82105,0.06622,0,0,1.146
-0.601508,2.07488,-0.61778,2.0756,-0.00520786,-0,-0.11145,0.00487838,-1.78794,0.03311,0,0,1.147
-0.601512,2.07488,-0.617892,2.0756,-0.00476685,-0,-0.11145,0.00487838,-1.6555,-0,0,0,1.148
